screenshot_title,activity,hearts,light_lvl,in_hand_item,target_mob,decision_activity,decision_hearts,decision_light,decision_mob
archering (2505).png,archery,13,mid,bow,other,give_resistance,give_regeneration_2,place_light_source,
archering (2509).png,archery,13,mid,bow,other,give_resistance,give_regeneration_2,place_light_source,
archering (2510).png,archery,13,mid,bow,other,give_resistance,give_regeneration_2,place_light_source,
archering (2521).png,archery,13,mid,bow,other,give_resistance,give_regeneration_2,place_light_source,
archering (2524).png,archery,13,mid,bow,other,give_resistance,give_regeneration_2,place_light_source,
archering (2528).png,archery,13,mid,bow,other,give_resistance,give_regeneration_2,place_light_source,
archering (2529).png,archery,13,mid,bow,other,give_resistance,give_regeneration_2,place_light_source,
archering (253).png,archery,6,high,bow,spider,give_resistance,give_regeneration_3,,take_sword
archering (2535).png,archery,11,mid,bow,other,give_resistance,give_regeneration_2,place_light_source,
archering (2544).png,archery,11,mid,bow,other,give_resistance,give_regeneration_2,place_light_source,
archering (2547).png,archery,11,mid,bow,other,give_resistance,give_regeneration_2,place_light_source,
archering (2549).png,archery,11,mid,bow,other,give_resistance,give_regeneration_2,place_light_source,
archering (2552).png,archery,11,mid,bow,other,give_resistance,give_regeneration_2,place_light_source,
archering (2557).png,archery,11,mid,bow,other,give_resistance,give_regeneration_2,place_light_source,
archering (2560).png,archery,11,mid,bow,other,give_resistance,give_regeneration_2,place_light_source,
archering (2562).png,archery,11,mid,bow,ender,give_resistance,give_regeneration_2,place_light_source,take_sword
archering (2564).png,archery,11,mid,bow,other,give_resistance,give_regeneration_2,place_light_source,
archering (2565).png,archery,11,mid,bow,other,give_resistance,give_regeneration_2,place_light_source,
archering (2566).png,archery,11,mid,bow,other,give_resistance,give_regeneration_2,place_light_source,
archering (2567).png,archery,11,mid,bow,other,give_resistance,give_regeneration_2,place_light_source,
archering (2575).png,archery,6,mid,bow,no_mob,give_resistance,give_regeneration_3,place_light_source,
archering (2587).png,archery,6,mid,bow,spider,give_resistance,give_regeneration_3,place_light_source,take_sword
archering (259).png,archery,6,high,bow,spider,give_resistance,give_regeneration_3,,take_sword
archering (2590).png,archery,6,mid,bow,spider,give_resistance,give_regeneration_3,place_light_source,take_sword
archering (2596).png,archery,6,mid,bow,spider,give_resistance,give_regeneration_3,place_light_source,take_sword
archering (2603).png,archery,6,mid,bow,spider,give_resistance,give_regeneration_3,place_light_source,take_sword
archering (2606).png,archery,6,mid,bow,spider,give_resistance,give_regeneration_3,place_light_source,take_sword
archering (2609).png,archery,6,mid,bow,spider,give_resistance,give_regeneration_3,place_light_source,take_sword
archering (2612).png,archery,6,mid,bow,spider,give_resistance,give_regeneration_3,place_light_source,take_sword
archering (262).png,archery,18,mid,bow,zombie,give_resistance,give_regeneration_1,place_light_source,take_sword
archering (2632).png,archery,6,mid,bow,spider,give_resistance,give_regeneration_3,place_light_source,take_sword
archering (2637).png,archery,6,low,bow,zombie,give_resistance,give_regeneration_3,place_light_source,take_sword
archering (2639).png,archery,6,low,bow,zombie,give_resistance,give_regeneration_3,place_light_source,take_sword
archering (264).png,archery,18,mid,bow,zombie,give_resistance,give_regeneration_1,place_light_source,take_sword
archering (2642).png,archery,6,low,bow,zombie,give_resistance,give_regeneration_3,place_light_source,take_sword
archering (2643).png,archery,6,low,bow,zombie,give_resistance,give_regeneration_3,place_light_source,take_sword
archering (2647).png,archery,6,low,bow,zombie,give_resistance,give_regeneration_3,place_light_source,take_sword
archering (2649).png,archery,6,low,bow,zombie,give_resistance,give_regeneration_3,place_light_source,take_sword
archering (2650).png,archery,6,low,bow,zombie,give_resistance,give_regeneration_3,place_light_source,take_sword
archering (2654).png,archery,6,low,bow,zombie,give_resistance,give_regeneration_3,place_light_source,take_sword
archering (2655).png,archery,6,low,bow,zombie,give_resistance,give_regeneration_3,place_light_source,take_sword
archering (2659).png,archery,6,low,bow,zombie,give_resistance,give_regeneration_3,place_light_source,take_sword
archering (2661).png,archery,6,low,bow,no_mob,give_resistance,give_regeneration_3,place_light_source,take_sword
archering (2666).png,archery,6,low,bow,other,give_resistance,give_regeneration_3,place_light_source,
archering (2672).png,archery,6,low,bow,other,give_resistance,give_regeneration_3,place_light_source,
archering (2675).png,archery,6,low,bow,other,give_resistance,give_regeneration_3,place_light_source,
archering (2680).png,archery,6,low,bow,other,give_resistance,give_regeneration_3,place_light_source,
archering (2685).png,archery,6,low,bow,other,give_resistance,give_regeneration_3,place_light_source,
archering (2687).png,archery,6,low,bow,other,give_resistance,give_regeneration_3,place_light_source,
archering (2688).png,archery,6,low,bow,other,give_resistance,give_regeneration_3,place_light_source,
archering (2698).png,archery,6,high,bow,zombie,give_resistance,give_regeneration_3,,take_sword
archering (2700).png,archery,6,high,bow,zombie,give_resistance,give_regeneration_3,,take_sword
archering (2704).png,archery,6,high,bow,zombie,give_resistance,give_regeneration_3,,take_sword
archering (2709).png,archery,6,high,bow,zombie,give_resistance,give_regeneration_3,,take_sword
archering (271).png,archery,15,high,bow,no_mob,give_resistance,give_regeneration_1,,
archering (2723).png,archery,6,high,bow,creeper,give_resistance,give_regeneration_3,,go_back
archering (2727).png,archery,6,high,bow,creeper,give_resistance,give_regeneration_3,,go_back
archering (2729).png,archery,6,high,bow,creeper,give_resistance,give_regeneration_3,,go_back
archering (2731).png,archery,6,high,bow,creeper,give_resistance,give_regeneration_3,,go_back
archering (2734).png,archery,6,high,bow,creeper,give_resistance,give_regeneration_3,,go_back
archering (2735).png,archery,6,high,bow,creeper,give_resistance,give_regeneration_3,,go_back
archering (2736).png,archery,6,high,bow,creeper,give_resistance,give_regeneration_3,,go_back
archering (2745).png,archery,6,high,bow,creeper,give_resistance,give_regeneration_3,,go_back
archering (2747).png,archery,6,high,bow,creeper,give_resistance,give_regeneration_3,,go_back
archering (2749).png,archery,6,high,bow,creeper,give_resistance,give_regeneration_3,,go_back
archering (275).png,archery,15,high,bow,no_mob,give_resistance,give_regeneration_1,,
archering (2754).png,archery,6,high,bow,creeper,give_resistance,give_regeneration_3,,go_back
archering (2755).png,archery,6,high,bow,creeper,give_resistance,give_regeneration_3,,go_back
archering (2756).png,archery,6,high,bow,creeper,give_resistance,give_regeneration_3,,go_back
archering (2757).png,archery,6,high,bow,creeper,give_resistance,give_regeneration_3,,go_back
archering (2759).png,archery,6,high,bow,creeper,give_resistance,give_regeneration_3,,go_back
archering (2767).png,archery,6,high,bow,creeper,give_resistance,give_regeneration_3,,go_back
archering (2769).png,archery,6,high,bow,creeper,give_resistance,give_regeneration_3,,go_back
archering (2770).png,archery,6,high,bow,creeper,give_resistance,give_regeneration_3,,go_back
archering (2773).png,archery,6,high,bow,creeper,give_resistance,give_regeneration_3,,go_back
archering (2775).png,archery,6,high,bow,creeper,give_resistance,give_regeneration_3,,go_back
archering (2778).png,archery,6,high,bow,creeper,give_resistance,give_regeneration_3,,go_back
archering (2781).png,archery,6,high,bow,creeper,give_resistance,give_regeneration_3,,go_back
archering (2786).png,archery,6,high,bow,creeper,give_resistance,give_regeneration_3,,go_back
archering (2798).png,archery,6,high,bow,creeper,give_resistance,give_regeneration_3,,go_back
archering (28).png,archery,20,low,bow,zombie,give_resistance,,place_light_source,take_sword
archering (2803).png,archery,6,high,bow,creeper,give_resistance,give_regeneration_3,,go_back
archering (2804).png,archery,6,high,bow,creeper,give_resistance,give_regeneration_3,,go_back
archering (2807).png,archery,6,high,bow,creeper,give_resistance,give_regeneration_3,,go_back
archering (281).png,archery,15,high,bow,no_mob,give_resistance,give_regeneration_1,,
archering (2810).png,archery,6,high,bow,creeper,give_resistance,give_regeneration_3,,go_back
archering (2812).png,archery,6,high,bow,creeper,give_resistance,give_regeneration_3,,go_back
archering (2817).png,archery,6,high,bow,creeper,give_resistance,give_regeneration_3,,go_back
archering (2822).png,archery,6,high,bow,creeper,give_resistance,give_regeneration_3,,go_back
archering (2825).png,archery,6,high,bow,creeper,give_resistance,give_regeneration_3,,go_back
archering (2827).png,archery,6,high,bow,creeper,give_resistance,give_regeneration_3,,go_back
archering (2829).png,archery,6,high,bow,creeper,give_resistance,give_regeneration_3,,go_back
archering (2830).png,archery,6,high,bow,creeper,give_resistance,give_regeneration_3,,go_back
archering (2835).png,archery,15,high,bow,no_mob,give_resistance,give_regeneration_1,,
archering (2839).png,archery,15,high,bow,no_mob,give_resistance,give_regeneration_1,,
archering (2845).png,archery,15,high,bow,no_mob,give_resistance,give_regeneration_1,,
archering (2853).png,archery,15,high,bow,no_mob,give_resistance,give_regeneration_1,,
archering (2854).png,archery,15,high,bow,no_mob,give_resistance,give_regeneration_1,,
archering (286).png,archery,3,low,bow,spider,give_resistance,give_regeneration_4,place_light_source,take_sword
archering (2863).png,archery,15,high,bow,other,give_resistance,give_regeneration_1,,
archering (2865).png,archery,15,high,bow,other,give_resistance,give_regeneration_1,,
archering (2878).png,archery,15,high,bow,other,give_resistance,give_regeneration_1,,
archering (2882).png,archery,15,high,bow,other,give_resistance,give_regeneration_1,,
archering (2899).png,archery,15,high,bow,other,give_resistance,give_regeneration_1,,
archering (29).png,archery,19,low,bow,zombie,give_resistance,give_regeneration_1,place_light_source,take_sword
archering (290).png,archery,4,low,bow,zombie,give_resistance,give_regeneration_4,place_light_source,take_sword
archering (2905).png,archery,15,high,bow,other,give_resistance,give_regeneration_1,,
archering (2906).png,archery,15,high,bow,other,give_resistance,give_regeneration_1,,
archering (2909).png,archery,15,high,bow,other,give_resistance,give_regeneration_1,,
archering (291).png,archery,15,high,bow,no_mob,give_resistance,give_regeneration_1,,
archering (2910).png,archery,15,high,bow,other,give_resistance,give_regeneration_1,,
archering (2914).png,archery,15,high,bow,other,give_resistance,give_regeneration_1,,
archering (2915).png,archery,15,high,bow,other,give_resistance,give_regeneration_1,,
archering (2923).png,archery,20,low,bow,skeleton,give_resistance,,place_light_source,
archering (2926).png,archery,20,low,bow,skeleton,give_resistance,,place_light_source,
archering (2929).png,archery,20,low,bow,skeleton,give_resistance,,place_light_source,
archering (2931).png,archery,20,low,bow,no_mob,give_resistance,,place_light_source,
archering (2932).png,archery,20,low,bow,no_mob,give_resistance,,place_light_source,
archering (2934).png,archery,20,low,bow,no_mob,give_resistance,,place_light_source,
archering (2938).png,archery,20,low,bow,no_mob,give_resistance,,place_light_source,
archering (2939).png,archery,20,low,bow,no_mob,give_resistance,,place_light_source,
archering (294).png,archery,4,low,bow,skeleton,give_resistance,give_regeneration_4,place_light_source,
archering (2949).png,archery,20,low,bow,no_mob,give_resistance,,place_light_source,
archering (295).png,archery,15,high,bow,no_mob,give_resistance,give_regeneration_1,,
archering (2951).png,archery,20,low,bow,no_mob,give_resistance,,place_light_source,
archering (2954).png,archery,20,low,bow,no_mob,give_resistance,,place_light_source,
archering (2959).png,archery,20,low,bow,zombie,give_resistance,,place_light_source,take_sword
archering (2962).png,archery,20,low,bow,zombie,give_resistance,,place_light_source,take_sword
archering (2968).png,archery,20,low,bow,zombie,give_resistance,,place_light_source,take_sword
archering (2971).png,archery,20,low,bow,zombie,give_resistance,,place_light_source,take_sword
archering (2978).png,archery,20,low,bow,zombie,give_resistance,,place_light_source,take_sword
archering (299).png,archery,15,high,bow,no_mob,give_resistance,give_regeneration_1,,
archering (2999).png,archery,20,low,bow,zombie,give_resistance,,place_light_source,take_sword
archering (300).png,archery,19,low,bow,zombie,give_resistance,give_regeneration_1,place_light_source,take_sword
archering (3000).png,archery,20,low,bow,zombie,give_resistance,,place_light_source,take_sword
archering (3007).png,archery,20,low,bow,skeleton,give_resistance,,place_light_source,
archering (3009).png,archery,20,low,bow,skeleton,give_resistance,,place_light_source,
archering (3010).png,archery,20,low,bow,skeleton,give_resistance,,place_light_source,
archering (3012).png,archery,20,low,bow,skeleton,give_resistance,,place_light_source,
archering (3013).png,archery,20,low,bow,skeleton,give_resistance,,place_light_source,
archering (3021).png,archery,20,low,bow,skeleton,give_resistance,,place_light_source,
archering (3024).png,archery,20,low,bow,skeleton,give_resistance,,place_light_source,
archering (3026).png,archery,20,low,bow,skeleton,give_resistance,,place_light_source,
archering (3027).png,archery,20,low,bow,skeleton,give_resistance,,place_light_source,
archering (3030).png,archery,20,low,bow,skeleton,give_resistance,,place_light_source,
archering (3035).png,archery,20,low,bow,other,give_resistance,,place_light_source,
archering (3039).png,archery,20,low,bow,other,give_resistance,,place_light_source,
archering (304).png,archery,20,low,bow,spider,give_resistance,,place_light_source,take_sword
archering (3042).png,archery,20,low,bow,other,give_resistance,,place_light_source,
archering (3044).png,archery,20,low,bow,other,give_resistance,,place_light_source,
archering (3047).png,archery,20,low,bow,other,give_resistance,,place_light_source,
archering (305).png,archery,15,high,bow,no_mob,give_resistance,give_regeneration_1,,
archering (3050).png,archery,20,low,bow,ender,give_resistance,,place_light_source,take_sword
archering (3065).png,archery,20,low,bow,skeleton,give_resistance,,place_light_source,
archering (3069).png,archery,20,low,bow,skeleton,give_resistance,,place_light_source,
archering (3070).png,archery,20,low,bow,skeleton,give_resistance,,place_light_source,
archering (3072).png,archery,20,low,bow,skeleton,give_resistance,,place_light_source,
archering (3075).png,archery,20,low,bow,skeleton,give_resistance,,place_light_source,
archering (3076).png,archery,20,low,bow,skeleton,give_resistance,,place_light_source,
archering (3077).png,archery,20,low,bow,skeleton,give_resistance,,place_light_source,
archering (3078).png,archery,20,low,bow,skeleton,give_resistance,,place_light_source,
archering (3081).png,archery,20,low,bow,skeleton,give_resistance,,place_light_source,
archering (3083).png,archery,20,low,bow,skeleton,give_resistance,,place_light_source,
archering (3084).png,archery,20,low,bow,skeleton,give_resistance,,place_light_source,
archering (3086).png,archery,20,low,bow,skeleton,give_resistance,,place_light_source,
archering (3090).png,archery,20,low,bow,skeleton,give_resistance,,place_light_source,
archering (3095).png,archery,20,low,bow,skeleton,give_resistance,,place_light_source,
archering (3099).png,archery,20,low,bow,skeleton,give_resistance,,place_light_source,
archering (310).png,archery,4,high,crossbow,zombie,give_resistance,give_regeneration_4,,take_sword
archering (3104).png,archery,20,low,bow,creeper,give_resistance,,place_light_source,go_back
archering (3106).png,archery,20,low,bow,creeper,give_resistance,,place_light_source,go_back
archering (3107).png,archery,20,low,bow,creeper,give_resistance,,place_light_source,go_back
archering (3108).png,archery,20,low,bow,creeper,give_resistance,,place_light_source,go_back
archering (311).png,archery,15,high,bow,no_mob,give_resistance,give_regeneration_1,,
archering (3110).png,archery,20,low,bow,creeper,give_resistance,,place_light_source,go_back
archering (3112).png,archery,20,low,bow,creeper,give_resistance,,place_light_source,go_back
archering (316).png,archery,20,low,bow,no_mob,give_resistance,,place_light_source,
archering (317).png,archery,15,high,bow,no_mob,give_resistance,give_regeneration_1,,
archering (33).png,archery,20,low,bow,zombie,give_resistance,,place_light_source,take_sword
archering (331).png,archery,15,high,bow,no_mob,give_resistance,give_regeneration_1,,
archering (336).png,archery,17,low,bow,zombie,give_resistance,give_regeneration_1,place_light_source,take_sword
archering (340).png,archery,17,low,bow,no_mob,give_resistance,give_regeneration_1,place_light_source,
archering (342).png,archery,20,mid,bow,creeper,give_resistance,,place_light_source,go_back
archering (343).png,archery,15,high,bow,other,give_resistance,give_regeneration_1,,
archering (345).png,archery,15,high,bow,other,give_resistance,give_regeneration_1,,
archering (349).png,archery,15,high,bow,other,give_resistance,give_regeneration_1,,
archering (354).png,archery,20,mid,crossbow,skeleton,give_resistance,,place_light_source,take_bow
archering (357).png,archery,15,high,bow,other,give_resistance,give_regeneration_1,,
archering (358).png,archery,20,mid,crossbow,creeper,give_resistance,,place_light_source,go_back
archering (361).png,archery,15,high,bow,other,give_resistance,give_regeneration_1,,
archering (363).png,archery,15,high,bow,other,give_resistance,give_regeneration_1,,
archering (371).png,archery,15,high,bow,other,give_resistance,give_regeneration_1,,
archering (373).png,archery,15,high,bow,other,give_resistance,give_regeneration_1,,
archering (378).png,archery,12,mid,bow,zombie,give_resistance,give_regeneration_2,place_light_source,take_sword
archering (388).png,archery,3,mid,bow,zombie,give_resistance,give_regeneration_4,place_light_source,take_sword
archering (395).png,archery,15,mid,bow,other,give_resistance,give_regeneration_1,place_light_source,
archering (396).png,archery,20,low,bow,zombie,give_resistance,,place_light_source,take_sword
archering (4).png,archery,20,low,bow,creeper,give_resistance,,place_light_source,go_back
archering (40).png,archery,17,low,bow,spider,give_resistance,give_regeneration_1,place_light_source,take_sword
archering (44).png,archery,16,low,bow,creeper,give_resistance,give_regeneration_1,place_light_source,go_back
archering (45).png,archery,20,low,bow,zombie,give_resistance,,place_light_source,take_sword
archering (48).png,archery,13,low,bow,creeper,give_resistance,give_regeneration_2,place_light_source,go_back
archering (58).png,archery,13,low,bow,skeleton,give_resistance,give_regeneration_2,place_light_source,
archering (63).png,archery,6,high,bow,spider,give_resistance,give_regeneration_3,,take_sword
archering (64).png,archery,20,high,bow,creeper,give_resistance,,,go_back
archering (72).png,archery,20,high,bow,creeper,give_resistance,,,go_back
archering (74).png,archery,20,high,bow,creeper,give_resistance,,,go_back
archering (75).png,archery,6,high,bow,spider,give_resistance,give_regeneration_3,,take_sword
archering (76).png,archery,20,high,bow,no_mob,give_resistance,,,
archering (80).png,archery,20,high,bow,creeper,give_resistance,,,go_back
archering (91).png,archery,6,high,bow,spider,give_resistance,give_regeneration_3,,take_sword
archering (92).png,archery,15,high,bow,skeleton,give_resistance,give_regeneration_1,,
archering (94).png,archery,14,high,bow,skeleton,give_resistance,give_regeneration_2,,
archering (98).png,archery,10,high,bow,no_mob,give_resistance,give_regeneration_2,,
building (100).png,building,13,high,miscellaneous,no_mob,give_jump_boost,give_regeneration_2,,
building (109).png,building,13,high,block,no_mob,give_jump_boost,give_regeneration_2,,
building (111).png,building,13,high,block,no_mob,give_jump_boost,give_regeneration_2,,
building (12).png,building,20,high,block,no_mob,give_jump_boost,,,
building (126).png,building,9,high,block,no_mob,give_jump_boost,give_regeneration_3,,
building (13).png,building,20,high,block,no_mob,give_jump_boost,,,
building (130).png,building,9,high,block,no_mob,give_jump_boost,give_regeneration_3,,
building (141).png,building,18,high,block,no_mob,give_jump_boost,give_regeneration_1,,
building (146).png,building,20,low,block,no_mob,give_jump_boost,,place_light_source,
building (150).png,building,20,low,block,no_mob,give_jump_boost,,place_light_source,
building (159).png,building,3,low,block,no_mob,give_jump_boost,give_regeneration_4,place_light_source,
building (164).png,building,8,low,block,no_mob,give_jump_boost,give_regeneration_3,place_light_source,
building (165).png,building,8,low,block,no_mob,give_jump_boost,give_regeneration_3,place_light_source,
building (168).png,building,8,mid,block,no_mob,give_jump_boost,give_regeneration_3,place_light_source,
building (169).png,building,4,mid,block,no_mob,give_jump_boost,give_regeneration_4,place_light_source,
building (172).png,building,0,mid,miscellaneous,no_mob,give_jump_boost,give_regeneration_4,place_light_source,
building (173).png,building,2,mid,block,no_mob,give_jump_boost,give_regeneration_4,place_light_source,
building (174).png,building,2,mid,miscellaneous,no_mob,give_jump_boost,give_regeneration_4,place_light_source,
building (180).png,building,18,mid,miscellaneous,creeper,give_jump_boost,give_regeneration_1,place_light_source,go_back
building (187).png,building,16,low,block,no_mob,give_jump_boost,give_regeneration_1,place_light_source,
building (188).png,building,16,low,miscellaneous,no_mob,give_jump_boost,give_regeneration_1,place_light_source,
building (189).png,building,20,mid,miscellaneous,no_mob,give_jump_boost,,place_light_source,
building (19).png,building,20,mid,block,no_mob,give_jump_boost,,place_light_source,
building (191).png,building,20,mid,block,no_mob,give_jump_boost,,place_light_source,
building (197).png,building,20,mid,block,no_mob,give_jump_boost,,place_light_source,
building (198).png,building,20,mid,block,no_mob,give_jump_boost,,place_light_source,
building (200).png,building,20,mid,block,no_mob,give_jump_boost,,place_light_source,
building (209).png,building,19,mid,block,no_mob,give_jump_boost,give_regeneration_1,place_light_source,
building (211).png,building,20,mid,block,no_mob,give_jump_boost,,place_light_source,
building (216).png,building,14,high,block,no_mob,give_jump_boost,give_regeneration_2,,
building (22).png,building,20,high,block,no_mob,give_jump_boost,,,
building (220).png,building,14,high,block,no_mob,give_jump_boost,give_regeneration_2,,
building (230).png,building,14,high,block,no_mob,give_jump_boost,give_regeneration_2,,
building (234).png,building,14,high,miscellaneous,no_mob,give_jump_boost,give_regeneration_2,,
building (237).png,building,14,high,block,no_mob,give_jump_boost,give_regeneration_2,,
building (239).png,building,14,high,block,no_mob,give_jump_boost,give_regeneration_2,,
building (244).png,building,14,high,block,no_mob,give_jump_boost,give_regeneration_2,,
building (247).png,building,14,high,miscellaneous,no_mob,give_jump_boost,give_regeneration_2,,
building (249).png,building,14,high,miscellaneous,no_mob,give_jump_boost,give_regeneration_2,,
building (25).png,building,18,high,miscellaneous,no_mob,give_jump_boost,give_regeneration_1,,
building (251).png,building,14,high,miscellaneous,no_mob,give_jump_boost,give_regeneration_2,,
building (258).png,building,14,high,block,no_mob,give_jump_boost,give_regeneration_2,,
building (259).png,building,14,high,block,no_mob,give_jump_boost,give_regeneration_2,,
building (260).png,building,14,high,block,no_mob,give_jump_boost,give_regeneration_2,,
building (263).png,building,20,high,no_item,no_mob,give_jump_boost,,,
building (267).png,building,20,high,block,no_mob,give_jump_boost,,,
building (272).png,building,18,high,block,no_mob,give_jump_boost,give_regeneration_1,,
building (274).png,building,18,high,block,no_mob,give_jump_boost,give_regeneration_1,,
building (276).png,building,18,high,block,no_mob,give_jump_boost,give_regeneration_1,,
building (278).png,building,18,high,block,no_mob,give_jump_boost,give_regeneration_1,,
building (280).png,building,18,high,block,no_mob,give_jump_boost,give_regeneration_1,,
building (281).png,building,18,high,block,no_mob,give_jump_boost,give_regeneration_1,,
building (283).png,building,16,high,block,no_mob,give_jump_boost,give_regeneration_1,,
building (285).png,building,20,high,miscellaneous,no_mob,give_jump_boost,,,
building (29).png,building,18,high,no_item,no_mob,give_jump_boost,give_regeneration_1,,
building (292).png,building,20,high,miscellaneous,no_mob,give_jump_boost,,,
building (293).png,building,20,high,miscellaneous,no_mob,give_jump_boost,,,
building (295).png,building,20,high,axe,no_mob,give_jump_boost,,,
building (309).png,building,20,high,axe,no_mob,give_jump_boost,,,
building (31).png,building,18,high,miscellaneous,no_mob,give_jump_boost,give_regeneration_1,,
building (310).png,building,20,high,block,no_mob,give_jump_boost,,,
building (312).png,building,20,high,pickaxe,no_mob,give_jump_boost,,,
building (323).png,building,20,high,block,no_mob,give_jump_boost,,,
building (325).png,building,20,mid,miscellaneous,no_mob,give_jump_boost,,place_light_source,
building (326).png,building,20,mid,miscellaneous,no_mob,give_jump_boost,,place_light_source,
building (33).png,building,18,high,miscellaneous,no_mob,give_jump_boost,give_regeneration_1,,
building (330).png,building,20,high,miscellaneous,no_mob,give_jump_boost,,,
building (339).png,building,20,high,miscellaneous,no_mob,give_jump_boost,,,
building (347).png,building,20,high,miscellaneous,no_mob,give_jump_boost,,,
building (35).png,building,16,high,miscellaneous,no_mob,give_jump_boost,give_regeneration_1,,
building (356).png,building,19,high,block,no_mob,give_jump_boost,give_regeneration_1,,
building (357).png,building,19,high,block,no_mob,give_jump_boost,give_regeneration_1,,
building (359).png,building,19,high,block,no_mob,give_jump_boost,give_regeneration_1,,
building (365).png,building,20,high,block,no_mob,give_jump_boost,,,
building (374).png,building,20,mid,block,no_mob,give_jump_boost,,place_light_source,
building (378).png,building,20,high,miscellaneous,no_mob,give_jump_boost,,,
building (38).png,building,18,mid,miscellaneous,no_mob,give_jump_boost,give_regeneration_1,place_light_source,
building (380).png,building,20,high,miscellaneous,no_mob,give_jump_boost,,,
building (381).png,building,20,high,miscellaneous,no_mob,give_jump_boost,,,
building (39).png,building,16,high,miscellaneous,no_mob,give_jump_boost,give_regeneration_1,,
building (393).png,building,16,high,miscellaneous,no_mob,give_jump_boost,give_regeneration_1,,
building (4).png,building,18,high,block,no_mob,give_jump_boost,give_regeneration_1,,
building (400).png,building,20,high,no_item,no_mob,give_jump_boost,,,
building (404).png,building,20,high,block,no_mob,give_jump_boost,,,
building (405).png,building,20,high,block,no_mob,give_jump_boost,,,
building (412).png,building,20,high,no_item,no_mob,give_jump_boost,,,
building (417).png,building,20,high,miscellaneous,no_mob,give_jump_boost,,,
building (42).png,building,16,high,miscellaneous,no_mob,give_jump_boost,give_regeneration_1,,
building (421).png,building,20,high,block,no_mob,give_jump_boost,,,
building (424).png,building,20,high,miscellaneous,no_mob,give_jump_boost,,,
building (426).png,building,20,high,miscellaneous,no_mob,give_jump_boost,,,
building (443).png,building,20,high,block,no_mob,give_jump_boost,,,
building (445).png,building,20,high,block,no_mob,give_jump_boost,,,
building (446).png,building,20,high,block,no_mob,give_jump_boost,,,
building (449).png,building,20,high,miscellaneous,no_mob,give_jump_boost,,,
building (461).png,building,20,high,block,no_mob,give_jump_boost,,,
building (463).png,building,20,high,miscellaneous,no_mob,give_jump_boost,,,
building (464).png,building,20,high,miscellaneous,no_mob,give_jump_boost,,,
building (465).png,building,20,high,miscellaneous,no_mob,give_jump_boost,,,
building (471).png,building,20,high,block,no_mob,give_jump_boost,,,
building (477).png,building,20,mid,block,no_mob,give_jump_boost,,place_light_source,
building (479).png,building,20,mid,no_item,no_mob,give_jump_boost,,place_light_source,
building (5).png,building,18,mid,block,no_mob,give_jump_boost,,place_light_source,
building (51).png,building,20,high,block,no_mob,give_jump_boost,,,
building (53).png,building,20,high,block,no_mob,give_jump_boost,,,
building (58).png,building,20,high,block,no_mob,give_jump_boost,,,
building (64).png,building,20,high,miscellaneous,no_mob,give_jump_boost,,,
building (68).png,building,20,high,block,no_mob,give_jump_boost,,,
building (93).png,building,8,high,block,no_mob,give_jump_boost,give_regeneration_3,,
building (95).png,building,9,high,block,no_mob,give_jump_boost,give_regeneration_3,,
building (97).png,building,11,high,block,no_mob,give_jump_boost,give_regeneration_2,,
fighting (1000).jpg,fighting,20,low,sword,zombie,give_strength,,place_light_source,
fighting (1003).jpg,fighting,20,low,sword,zombie,give_strength,,place_light_source,
fighting (1005).jpg,fighting,20,low,sword,zombie,give_strength,,place_light_source,
fighting (1011).jpg,fighting,20,low,sword,zombie,give_strength,,place_light_source,
fighting (1018).jpg,fighting,20,low,sword,zombie,give_strength,,place_light_source,
fighting (1022).jpg,fighting,20,low,sword,zombie,give_strength,,place_light_source,
fighting (1026).jpg,fighting,20,low,sword,zombie,give_strength,,place_light_source,
fighting (1027).jpg,fighting,20,low,sword,zombie,give_strength,,place_light_source,
fighting (103).jpg,fighting,20,high,sword,zombie,give_strength,,,
fighting (1038).jpg,fighting,20,low,sword,zombie,give_strength,,place_light_source,
fighting (1039).jpg,fighting,20,low,sword,zombie,give_strength,,place_light_source,
fighting (1051).jpg,fighting,20,low,sword,zombie,give_strength,,place_light_source,
fighting (1056).jpg,fighting,20,low,sword,zombie,give_strength,,place_light_source,
fighting (1057).jpg,fighting,20,low,sword,zombie,give_strength,,place_light_source,
fighting (1062).jpg,fighting,20,low,sword,zombie,give_strength,,place_light_source,
fighting (1065).jpg,fighting,20,low,axe,skeleton,give_strength,,place_light_source,take_bow
fighting (107).jpg,fighting,20,high,sword,zombie,give_strength,,,
fighting (1070).jpg,fighting,20,low,axe,skeleton,give_strength,,place_light_source,take_bow
fighting (1073).jpg,fighting,20,low,axe,skeleton,give_strength,,place_light_source,take_bow
fighting (1075).jpg,fighting,20,low,axe,skeleton,give_strength,,place_light_source,take_bow
fighting (1077).jpg,fighting,20,low,axe,skeleton,give_strength,,place_light_source,take_bow
fighting (1083).jpg,fighting,20,low,axe,skeleton,give_strength,,place_light_source,take_bow
fighting (1086).jpg,fighting,20,low,axe,skeleton,give_strength,,place_light_source,take_bow
fighting (1088).jpg,fighting,20,low,axe,skeleton,give_strength,,place_light_source,take_bow
fighting (1094).jpg,fighting,20,low,axe,skeleton,give_strength,,place_light_source,take_bow
fighting (1095).jpg,fighting,20,low,axe,skeleton,give_strength,,place_light_source,take_bow
fighting (1097).jpg,fighting,20,low,axe,skeleton,give_strength,,place_light_source,take_bow
