screenshot_title,activity,hearts,light_lvl,in_hand_item,target_mob,decision_activity,decision_hearts,decision_light,decision_mob
building (139).png,building,16,high,block,no_mob,give_resistance,give_regeneration_1,no_decision_for_light,no_decision_for_mob
building (144).png,building,20,mid,block,no_mob,give_resistance,no_decision_for_hearts,place_light_source,no_decision_for_mob
building (148).png,building,20,mid,block,no_mob,give_jump_boost,no_decision_for_hearts,place_light_source,no_decision_for_mob
building (149).png,building,20,mid,block,no_mob,give_jump_boost,no_decision_for_hearts,place_light_source,no_decision_for_mob
building (151).png,building,20,mid,block,no_mob,give_jump_boost,no_decision_for_hearts,place_light_source,no_decision_for_mob
building (152).png,building,20,mid,block,no_mob,give_jump_boost,no_decision_for_hearts,place_light_source,no_decision_for_mob
building (153).png,building,20,low,miscellaneous,no_mob,give_jump_boost,no_decision_for_hearts,place_light_source,no_decision_for_mob
building (179).png,building,12,low,miscellaneous,no_mob,give_jump_boost,give_regeneration_2,place_light_source,no_decision_for_mob
building (190).png,building,20,mid,miscellaneous,no_mob,give_jump_boost,no_decision_for_hearts,place_light_source,no_decision_for_mob
building (20).png,building,20,high,block,no_mob,give_jump_boost,no_decision_for_hearts,no_decision_for_light,no_decision_for_mob
building (208).png,building,20,mid,block,no_mob,give_jump_boost,no_decision_for_hearts,place_light_source,no_decision_for_mob
building (213).png,building,20,mid,block,no_mob,give_jump_boost,no_decision_for_hearts,place_light_source,no_decision_for_mob
building (221).png,building,14,high,block,no_mob,give_jump_boost,give_regeneration_2,no_decision_for_light,no_decision_for_mob
building (223).png,building,14,high,block,no_mob,give_jump_boost,give_regeneration_2,no_decision_for_light,no_decision_for_mob
building (227).png,building,14,high,block,no_mob,give_jump_boost,give_regeneration_2,no_decision_for_light,no_decision_for_mob
building (229).png,building,14,high,block,no_mob,give_jump_boost,give_regeneration_2,no_decision_for_light,no_decision_for_mob
building (231).png,building,14,high,miscellaneous,no_mob,give_jump_boost,give_regeneration_2,no_decision_for_light,no_decision_for_mob
building (233).png,building,14,high,miscellaneous,no_mob,give_jump_boost,give_regeneration_2,no_decision_for_light,no_decision_for_mob
building (236).png,building,14,high,miscellaneous,no_mob,give_jump_boost,give_regeneration_2,no_decision_for_light,no_decision_for_mob
building (238).png,building,14,high,no_item,no_mob,give_jump_boost,give_regeneration_2,no_decision_for_light,no_decision_for_mob
building (240).png,building,14,high,block,no_mob,give_jump_boost,give_regeneration_2,no_decision_for_light,no_decision_for_mob
building (242).png,building,14,high,block,no_mob,give_jump_boost,give_regeneration_2,no_decision_for_light,no_decision_for_mob
building (245).png,building,14,high,block,no_mob,give_jump_boost,give_regeneration_2,no_decision_for_light,no_decision_for_mob
building (250).png,building,14,high,miscellaneous,no_mob,give_jump_boost,give_regeneration_2,no_decision_for_light,no_decision_for_mob
building (254).png,building,14,high,block,no_mob,give_jump_boost,give_regeneration_2,no_decision_for_light,no_decision_for_mob
building (266).png,walking,20,high,pickaxe,no_mob,give_speed,no_decision_for_hearts,no_decision_for_light,no_decision_for_mob
building (269).png,building,20,high,miscellaneous,no_mob,give_jump_boost,no_decision_for_hearts,no_decision_for_light,no_decision_for_mob
building (27).png,building,18,high,block,no_mob,give_jump_boost,give_regeneration_1,no_decision_for_light,no_decision_for_mob
building (270).png,building,18,high,miscellaneous,no_mob,give_jump_boost,give_regeneration_1,no_decision_for_light,no_decision_for_mob
building (279).png,building,18,high,block,no_mob,give_jump_boost,give_regeneration_1,no_decision_for_light,no_decision_for_mob
building (286).png,building,20,high,miscellaneous,no_mob,give_jump_boost,no_decision_for_hearts,no_decision_for_light,no_decision_for_mob
building (290).png,building,20,high,miscellaneous,no_mob,give_jump_boost,no_decision_for_hearts,no_decision_for_light,no_decision_for_mob
building (302).png,building,20,high,block,no_mob,give_jump_boost,no_decision_for_hearts,no_decision_for_light,no_decision_for_mob
building (305).png,building,20,high,block,no_mob,give_jump_boost,no_decision_for_hearts,no_decision_for_light,no_decision_for_mob
building (308).png,building,20,high,block,no_mob,give_jump_boost,no_decision_for_hearts,no_decision_for_light,no_decision_for_mob
building (311).png,building,20,high,block,no_mob,give_jump_boost,no_decision_for_hearts,no_decision_for_light,no_decision_for_mob
building (314).png,building,20,high,block,no_mob,give_jump_boost,no_decision_for_hearts,no_decision_for_light,no_decision_for_mob
building (315).png,building,20,high,block,no_mob,give_jump_boost,no_decision_for_hearts,no_decision_for_light,no_decision_for_mob
building (319).png,building,20,high,block,no_mob,give_jump_boost,no_decision_for_hearts,no_decision_for_light,no_decision_for_mob
building (320).png,building,20,high,block,no_mob,give_jump_boost,no_decision_for_hearts,no_decision_for_light,no_decision_for_mob
building (324).png,building,20,high,block,no_mob,give_jump_boost,no_decision_for_hearts,no_decision_for_light,no_decision_for_mob
building (332).png,building,20,high,block,no_mob,give_jump_boost,no_decision_for_hearts,no_decision_for_light,no_decision_for_mob
building (340).png,building,20,high,block,no_mob,give_jump_boost,no_decision_for_hearts,no_decision_for_light,no_decision_for_mob
building (341).png,building,20,high,block,no_mob,give_jump_boost,no_decision_for_hearts,no_decision_for_light,no_decision_for_mob
building (344).png,building,20,high,block,no_mob,give_jump_boost,no_decision_for_hearts,no_decision_for_light,no_decision_for_mob
building (346).png,building,12,high,block,no_mob,give_jump_boost,give_regeneration_2,no_decision_for_light,no_decision_for_mob
building (353).png,walking,20,high,no_item,no_mob,give_speed,no_decision_for_hearts,no_decision_for_light,no_decision_for_mob
building (354).png,walking,20,high,no_item,no_mob,give_speed,no_decision_for_hearts,no_decision_for_light,no_decision_for_mob
building (358).png,building,19,high,block,no_mob,give_jump_boost,give_regeneration_1,no_decision_for_light,no_decision_for_mob
building (36).png,building,16,high,block,no_mob,give_jump_boost,give_regeneration_1,no_decision_for_light,no_decision_for_mob
building (360).png,building,19,high,block,no_mob,give_jump_boost,give_regeneration_1,no_decision_for_light,no_decision_for_mob
building (363).png,building,19,high,block,no_mob,give_jump_boost,give_regeneration_1,no_decision_for_light,no_decision_for_mob
building (370).png,building,20,high,block,no_mob,give_jump_boost,no_decision_for_hearts,no_decision_for_light,no_decision_for_mob
building (375).png,building,20,mid,block,no_mob,give_jump_boost,no_decision_for_hearts,place_light_source,no_decision_for_mob
building (385).png,building,20,high,no_item,no_mob,give_jump_boost,no_decision_for_hearts,no_decision_for_light,no_decision_for_mob
building (389).png,building,20,high,block,no_mob,give_jump_boost,no_decision_for_hearts,no_decision_for_light,no_decision_for_mob
building (391).png,building,20,high,block,no_mob,give_jump_boost,no_decision_for_hearts,no_decision_for_light,no_decision_for_mob
building (392).png,building,20,high,block,no_mob,give_jump_boost,no_decision_for_hearts,no_decision_for_light,no_decision_for_mob
building (394).png,building,20,high,block,no_mob,give_jump_boost,no_decision_for_hearts,no_decision_for_light,no_decision_for_mob
building (395).png,building,20,high,block,no_mob,give_jump_boost,no_decision_for_hearts,no_decision_for_light,no_decision_for_mob
building (402).png,building,20,high,block,no_mob,give_jump_boost,no_decision_for_hearts,no_decision_for_light,no_decision_for_mob
building (410).png,building,20,high,block,no_mob,give_jump_boost,no_decision_for_hearts,no_decision_for_light,no_decision_for_mob
building (411).png,building,20,high,block,no_mob,give_jump_boost,no_decision_for_hearts,no_decision_for_light,no_decision_for_mob
building (413).png,building,20,high,axe,no_mob,give_jump_boost,no_decision_for_hearts,no_decision_for_light,no_decision_for_mob
building (414).png,building,20,high,block,no_mob,give_jump_boost,no_decision_for_hearts,no_decision_for_light,no_decision_for_mob
building (418).png,building,20,high,block,no_mob,give_jump_boost,no_decision_for_hearts,no_decision_for_light,no_decision_for_mob
building (427).png,building,20,mid,miscellaneous,no_mob,give_jump_boost,no_decision_for_hearts,place_light_source,no_decision_for_mob
building (429).png,building,20,mid,miscellaneous,no_mob,give_jump_boost,no_decision_for_hearts,place_light_source,no_decision_for_mob
building (43).png,building,20,high,block,no_mob,give_jump_boost,no_decision_for_hearts,no_decision_for_light,no_decision_for_mob
building (431).png,building,19,mid,miscellaneous,no_mob,give_jump_boost,give_regeneration_1,place_light_source,no_decision_for_mob
building (434).png,building,20,mid,no_item,no_mob,give_jump_boost,no_decision_for_hearts,place_light_source,no_decision_for_mob
building (440).png,building,20,high,no_item,no_mob,give_jump_boost,no_decision_for_hearts,no_decision_for_light,no_decision_for_mob
building (441).png,building,20,high,no_item,no_mob,give_jump_boost,no_decision_for_hearts,no_decision_for_light,no_decision_for_mob
building (444).png,building,20,high,no_item,no_mob,give_jump_boost,no_decision_for_hearts,no_decision_for_light,no_decision_for_mob
building (447).png,building,20,high,block,no_mob,give_jump_boost,no_decision_for_hearts,no_decision_for_light,no_decision_for_mob
building (448).png,building,20,high,block,no_mob,give_jump_boost,no_decision_for_hearts,no_decision_for_light,no_decision_for_mob
building (45).png,building,20,high,block,no_mob,give_jump_boost,no_decision_for_hearts,no_decision_for_light,no_decision_for_mob
building (453).png,building,20,high,block,no_mob,give_jump_boost,no_decision_for_hearts,no_decision_for_light,no_decision_for_mob
building (456).png,building,20,high,block,no_mob,give_jump_boost,no_decision_for_hearts,no_decision_for_light,no_decision_for_mob
building (458).png,building,20,high,block,no_mob,give_jump_boost,no_decision_for_hearts,no_decision_for_light,no_decision_for_mob
building (46).png,building,20,high,block,no_mob,give_jump_boost,no_decision_for_hearts,no_decision_for_light,no_decision_for_mob
building (466).png,building,20,high,block,no_mob,give_jump_boost,no_decision_for_hearts,no_decision_for_light,no_decision_for_mob
building (469).png,building,20,high,block,no_mob,give_jump_boost,no_decision_for_hearts,no_decision_for_light,no_decision_for_mob
building (475).png,building,20,high,block,no_mob,give_jump_boost,no_decision_for_hearts,no_decision_for_light,no_decision_for_mob
building (476).png,building,20,high,block,no_mob,give_jump_boost,no_decision_for_hearts,no_decision_for_light,no_decision_for_mob
building (48).png,building,20,high,block,no_mob,give_jump_boost,no_decision_for_hearts,no_decision_for_light,no_decision_for_mob
building (486).png,building,20,mid,axe,no_mob,give_jump_boost,no_decision_for_hearts,place_light_source,no_decision_for_mob
building (49).png,building,20,high,block,no_mob,give_jump_boost,no_decision_for_hearts,no_decision_for_light,no_decision_for_mob
building (50).png,building,20,high,block,no_mob,give_jump_boost,no_decision_for_hearts,no_decision_for_light,no_decision_for_mob
building (52).png,building,20,high,block,no_mob,give_jump_boost,no_decision_for_hearts,no_decision_for_light,no_decision_for_mob
building (54).png,building,20,high,block,no_mob,give_jump_boost,no_decision_for_hearts,no_decision_for_light,no_decision_for_mob
building (57).png,building,20,high,block,no_mob,give_jump_boost,no_decision_for_hearts,no_decision_for_light,no_decision_for_mob
building (60).png,building,20,high,block,no_mob,give_jump_boost,no_decision_for_hearts,no_decision_for_light,no_decision_for_mob
building (63).png,building,20,high,block,no_mob,give_jump_boost,no_decision_for_hearts,no_decision_for_light,no_decision_for_mob
building (66).png,building,20,high,block,no_mob,give_jump_boost,no_decision_for_hearts,no_decision_for_light,no_decision_for_mob
building (69).png,building,20,high,block,no_mob,give_jump_boost,no_decision_for_hearts,no_decision_for_light,no_decision_for_mob
building (76).png,building,20,high,block,no_mob,give_jump_boost,no_decision_for_hearts,no_decision_for_light,no_decision_for_mob
building (79).png,building,20,high,block,no_mob,give_jump_boost,no_decision_for_hearts,no_decision_for_light,no_decision_for_mob
building (8).png,building,16,high,block,no_mob,give_jump_boost,give_regeneration_1,no_decision_for_light,no_decision_for_mob
building (81).png,building,20,high,block,no_mob,give_jump_boost,no_decision_for_hearts,no_decision_for_light,no_decision_for_mob
building (82).png,building,20,high,block,no_mob,give_jump_boost,no_decision_for_hearts,no_decision_for_light,no_decision_for_mob
building (84).png,building,20,high,block,no_mob,give_jump_boost,no_decision_for_hearts,no_decision_for_light,no_decision_for_mob
building (86).png,building,20,high,block,no_mob,give_jump_boost,no_decision_for_hearts,no_decision_for_light,no_decision_for_mob
building (87).png,building,20,high,block,no_mob,give_jump_boost,no_decision_for_hearts,no_decision_for_light,no_decision_for_mob
building (88).png,building,20,high,block,no_mob,give_jump_boost,no_decision_for_hearts,no_decision_for_light,no_decision_for_mob
building (9).png,building,16,high,block,no_mob,give_jump_boost,give_regeneration_1,no_decision_for_light,no_decision_for_mob
building (91).png,building,20,high,block,no_mob,give_jump_boost,no_decision_for_hearts,no_decision_for_light,no_decision_for_mob
building (94).png,building,9,high,block,no_mob,give_jump_boost,give_regeneration_3,no_decision_for_light,no_decision_for_mob
building (96).png,building,10,high,block,no_mob,give_jump_boost,give_regeneration_2,no_decision_for_light,no_decision_for_mob
building (99).png,building,13,high,miscellaneous,no_mob,give_jump_boost,give_regeneration_2,no_decision_for_light,no_decision_for_mob
fighting (1034).jpg,fighting,20,mid,sword,zombie,give_strength,no_decision_for_hearts,place_light_source,no_decision_for_mob
fighting (1063).jpg,fighting,20,mid,sword,no_mob,give_strength,no_decision_for_hearts,place_light_source,no_decision_for_mob
fighting (1362).jpg,fighting,20,mid,block,other,give_strength,no_decision_for_hearts,place_light_source,no_decision_for_mob
fighting (1455).jpg,fighting,20,mid,axe,other,give_strength,no_decision_for_hearts,place_light_source,no_decision_for_mob
fighting (158).jpg,fighting,20,mid,sword,other,give_strength,no_decision_for_hearts,place_light_source,no_decision_for_mob
fighting (1585).jpg,fighting,20,low,axe,no_mob,give_strength,no_decision_for_hearts,place_light_source,no_decision_for_mob
fighting (160).jpg,fighting,20,low,sword,no_mob,give_strength,no_decision_for_hearts,place_light_source,no_decision_for_mob
fighting (162).jpg,fighting,20,high,sword,other,give_strength,no_decision_for_hearts,no_decision_for_light,no_decision_for_mob
fighting (179).jpg,fighting,20,mid,sword,other,give_strength,no_decision_for_hearts,place_light_source,no_decision_for_mob
fighting (261).jpg,fighting,7,high,no_item,zombie,give_strength,give_regeneration_3,no_decision_for_light,take_sword
fighting (275).jpg,fighting,20,high,axe,other,give_strength,no_decision_for_hearts,no_decision_for_light,no_decision_for_mob
fighting (456).jpg,fighting,20,high,sword,other,give_strength,no_decision_for_hearts,no_decision_for_light,no_decision_for_mob
fighting (820).jpg,fighting,20,mid,block,skeleton,give_strength,no_decision_for_hearts,place_light_source,take_bow
fighting (872).jpg,fighting,20,mid,sword,skeleton,give_strength,no_decision_for_hearts,place_light_source,take_bow
fighting (903).jpg,fighting,20,mid,miscellaneous,skeleton,give_strength,no_decision_for_hearts,place_light_source,take_bow
fighting (945).jpg,fighting,20,mid,block,spider,give_strength,no_decision_for_hearts,place_light_source,take_sword
mining (1).png,mining,20,mid,pickaxe,no_mob,give_haste,no_decision_for_hearts,place_light_source,no_decision_for_mob
mining (103).png,mining,6,high,pickaxe,no_mob,give_haste,give_regeneration_3,no_decision_for_light,no_decision_for_mob
mining (107).png,mining,6,low,pickaxe,no_mob,give_haste,give_regeneration_3,place_light_source,no_decision_for_mob
mining (11).png,mining,20,low,pickaxe,no_mob,give_haste,no_decision_for_hearts,place_light_source,no_decision_for_mob
mining (116).png,mining,6,low,pickaxe,no_mob,give_haste,give_regeneration_3,place_light_source,no_decision_for_mob
mining (117).png,mining,6,mid,pickaxe,no_mob,give_haste,give_regeneration_3,place_light_source,no_decision_for_mob
mining (118).png,mining,6,low,pickaxe,no_mob,give_haste,give_regeneration_3,place_light_source,no_decision_for_mob
mining (120).png,mining,6,low,pickaxe,no_mob,give_haste,give_regeneration_3,place_light_source,no_decision_for_mob
mining (127).png,mining,6,low,pickaxe,no_mob,give_haste,give_regeneration_3,place_light_source,no_decision_for_mob
mining (132).png,mining,6,mid,pickaxe,no_mob,give_haste,give_regeneration_3,place_light_source,no_decision_for_mob
mining (134).png,mining,6,low,pickaxe,no_mob,give_haste,give_regeneration_3,place_light_source,no_decision_for_mob
mining (135).png,mining,6,low,pickaxe,no_mob,give_haste,give_regeneration_3,place_light_source,no_decision_for_mob
mining (138).png,mining,6,mid,pickaxe,no_mob,give_haste,give_regeneration_3,place_light_source,no_decision_for_mob
mining (142).png,mining,6,mid,pickaxe,no_mob,give_haste,give_regeneration_3,place_light_source,no_decision_for_mob
mining (15).png,mining,8,mid,pickaxe,no_mob,give_haste,give_regeneration_3,place_light_source,no_decision_for_mob
mining (154).png,mining,6,high,pickaxe,no_mob,give_haste,give_regeneration_3,no_decision_for_light,no_decision_for_mob
mining (16).png,mining,8,high,pickaxe,no_mob,give_haste,give_regeneration_3,no_decision_for_light,no_decision_for_mob
mining (160).png,mining,6,mid,pickaxe,no_mob,give_haste,give_regeneration_3,place_light_source,no_decision_for_mob
mining (165).png,mining,6,mid,pickaxe,no_mob,give_haste,give_regeneration_3,place_light_source,no_decision_for_mob
mining (169).png,mining,6,mid,pickaxe,no_mob,give_haste,give_regeneration_3,place_light_source,no_decision_for_mob
mining (177).png,mining,6,mid,pickaxe,no_mob,give_haste,give_regeneration_3,place_light_source,no_decision_for_mob
mining (180).png,mining,6,high,pickaxe,no_mob,give_haste,give_regeneration_3,no_decision_for_light,no_decision_for_mob
mining (186).png,mining,6,mid,pickaxe,no_mob,give_haste,give_regeneration_3,place_light_source,no_decision_for_mob
mining (192).png,mining,6,mid,pickaxe,no_mob,give_haste,give_regeneration_3,place_light_source,no_decision_for_mob
mining (196).png,mining,6,mid,pickaxe,no_mob,give_haste,give_regeneration_3,place_light_source,no_decision_for_mob
mining (200).png,mining,6,high,pickaxe,no_mob,give_haste,give_regeneration_3,no_decision_for_light,no_decision_for_mob
mining (201).png,mining,6,high,pickaxe,no_mob,give_haste,give_regeneration_3,no_decision_for_light,no_decision_for_mob
mining (203).png,mining,6,high,pickaxe,no_mob,give_haste,give_regeneration_3,no_decision_for_light,no_decision_for_mob
mining (204).png,mining,6,high,pickaxe,no_mob,give_haste,give_regeneration_3,no_decision_for_light,no_decision_for_mob
mining (208).png,mining,6,high,pickaxe,no_mob,give_haste,give_regeneration_3,no_decision_for_light,no_decision_for_mob
mining (210).png,mining,6,high,pickaxe,no_mob,give_haste,give_regeneration_3,no_decision_for_light,no_decision_for_mob
mining (217).png,mining,18,high,pickaxe,no_mob,give_haste,give_regeneration_1,no_decision_for_light,no_decision_for_mob
mining (22).png,mining,20,high,pickaxe,no_mob,give_haste,no_decision_for_hearts,no_decision_for_light,no_decision_for_mob
mining (228).png,mining,20,mid,pickaxe,no_mob,give_haste,no_decision_for_hearts,place_light_source,no_decision_for_mob
mining (230).png,mining,20,mid,pickaxe,no_mob,give_haste,no_decision_for_hearts,place_light_source,no_decision_for_mob
mining (233).png,mining,20,mid,pickaxe,no_mob,give_haste,no_decision_for_hearts,place_light_source,no_decision_for_mob
mining (238).png,mining,20,high,pickaxe,no_mob,give_haste,no_decision_for_hearts,no_decision_for_light,no_decision_for_mob
mining (239).png,mining,20,low,pickaxe,no_mob,give_haste,no_decision_for_hearts,place_light_source,no_decision_for_mob
mining (240).png,mining,20,mid,pickaxe,no_mob,give_haste,no_decision_for_hearts,place_light_source,no_decision_for_mob
mining (247).png,mining,20,low,pickaxe,no_mob,give_haste,no_decision_for_hearts,place_light_source,no_decision_for_mob
mining (249).png,mining,20,low,pickaxe,no_mob,give_haste,no_decision_for_hearts,place_light_source,no_decision_for_mob
mining (26).png,mining,20,low,pickaxe,no_mob,give_haste,no_decision_for_hearts,place_light_source,no_decision_for_mob
mining (262).png,mining,20,mid,pickaxe,no_mob,give_haste,no_decision_for_hearts,place_light_source,no_decision_for_mob
mining (267).png,mining,20,mid,pickaxe,no_mob,give_haste,no_decision_for_hearts,place_light_source,no_decision_for_mob
mining (269).png,mining,20,high,pickaxe,no_mob,give_haste,no_decision_for_hearts,no_decision_for_light,no_decision_for_mob
mining (270).png,mining,20,high,pickaxe,no_mob,give_haste,no_decision_for_hearts,no_decision_for_light,no_decision_for_mob
mining (271).png,mining,20,high,pickaxe,no_mob,give_haste,no_decision_for_hearts,no_decision_for_light,no_decision_for_mob
mining (274).png,mining,20,mid,pickaxe,no_mob,give_haste,no_decision_for_hearts,place_light_source,no_decision_for_mob
mining (283).png,mining,20,mid,pickaxe,no_mob,give_haste,no_decision_for_hearts,place_light_source,no_decision_for_mob
mining (289).png,mining,20,mid,pickaxe,no_mob,give_haste,no_decision_for_hearts,place_light_source,no_decision_for_mob
mining (29).png,mining,20,mid,pickaxe,no_mob,give_haste,no_decision_for_hearts,place_light_source,no_decision_for_mob
mining (293).png,mining,20,high,pickaxe,no_mob,give_haste,no_decision_for_hearts,no_decision_for_light,no_decision_for_mob
mining (296).png,mining,20,mid,pickaxe,no_mob,give_haste,no_decision_for_hearts,place_light_source,no_decision_for_mob
mining (304).png,mining,20,mid,pickaxe,no_mob,give_haste,no_decision_for_hearts,place_light_source,no_decision_for_mob
mining (317).png,mining,20,mid,pickaxe,no_mob,give_haste,no_decision_for_hearts,place_light_source,no_decision_for_mob
mining (321).png,mining,20,mid,pickaxe,no_mob,give_haste,no_decision_for_hearts,place_light_source,no_decision_for_mob
mining (322).png,mining,20,high,pickaxe,no_mob,give_haste,no_decision_for_hearts,no_decision_for_light,no_decision_for_mob
mining (323).png,mining,20,high,pickaxe,no_mob,give_haste,no_decision_for_hearts,no_decision_for_light,no_decision_for_mob
mining (325).png,mining,20,mid,pickaxe,no_mob,give_haste,no_decision_for_hearts,place_light_source,no_decision_for_mob
mining (328).png,mining,20,mid,pickaxe,no_mob,give_haste,no_decision_for_hearts,place_light_source,no_decision_for_mob
mining (329).png,mining,20,mid,pickaxe,no_mob,give_haste,no_decision_for_hearts,place_light_source,no_decision_for_mob
mining (33).png,mining,20,mid,pickaxe,no_mob,give_haste,no_decision_for_hearts,place_light_source,no_decision_for_mob
mining (331).png,mining,20,mid,pickaxe,no_mob,give_haste,no_decision_for_hearts,place_light_source,no_decision_for_mob
mining (333).png,mining,20,mid,pickaxe,no_mob,give_haste,no_decision_for_hearts,place_light_source,no_decision_for_mob
mining (338).png,mining,20,high,pickaxe,no_mob,give_haste,no_decision_for_hearts,no_decision_for_light,no_decision_for_mob
mining (340).png,mining,20,high,pickaxe,no_mob,give_haste,no_decision_for_hearts,no_decision_for_light,no_decision_for_mob
mining (342).png,mining,20,high,pickaxe,no_mob,give_haste,no_decision_for_hearts,no_decision_for_light,no_decision_for_mob
mining (347).png,mining,20,high,pickaxe,no_mob,give_haste,no_decision_for_hearts,no_decision_for_light,no_decision_for_mob
mining (350).png,mining,20,high,pickaxe,no_mob,give_haste,no_decision_for_hearts,no_decision_for_light,no_decision_for_mob
mining (352).png,mining,20,mid,pickaxe,no_mob,give_haste,no_decision_for_hearts,place_light_source,no_decision_for_mob
mining (357).png,mining,20,high,pickaxe,no_mob,give_haste,no_decision_for_hearts,no_decision_for_light,no_decision_for_mob
mining (362).png,mining,20,mid,pickaxe,no_mob,give_haste,no_decision_for_hearts,place_light_source,no_decision_for_mob
mining (367).png,mining,20,mid,pickaxe,no_mob,give_haste,no_decision_for_hearts,place_light_source,no_decision_for_mob
mining (378).png,mining,20,mid,pickaxe,no_mob,give_haste,no_decision_for_hearts,place_light_source,no_decision_for_mob
mining (380).png,mining,20,mid,pickaxe,no_mob,give_haste,no_decision_for_hearts,place_light_source,no_decision_for_mob
mining (382).png,mining,20,mid,pickaxe,no_mob,give_haste,no_decision_for_hearts,place_light_source,no_decision_for_mob
mining (385).png,mining,20,mid,pickaxe,no_mob,give_haste,no_decision_for_hearts,place_light_source,no_decision_for_mob
mining (390).png,mining,20,mid,pickaxe,no_mob,give_haste,no_decision_for_hearts,place_light_source,no_decision_for_mob
mining (395).png,mining,20,high,pickaxe,no_mob,give_haste,no_decision_for_hearts,no_decision_for_light,no_decision_for_mob
mining (398).png,mining,20,high,pickaxe,no_mob,give_haste,no_decision_for_hearts,no_decision_for_light,no_decision_for_mob
mining (4).png,mining,20,high,pickaxe,no_mob,give_haste,no_decision_for_hearts,no_decision_for_light,no_decision_for_mob
mining (404).png,mining,20,high,pickaxe,no_mob,give_haste,no_decision_for_hearts,no_decision_for_light,no_decision_for_mob
mining (406).png,mining,20,high,pickaxe,no_mob,give_haste,no_decision_for_hearts,no_decision_for_light,no_decision_for_mob
mining (408).png,mining,20,mid,pickaxe,no_mob,give_haste,no_decision_for_hearts,place_light_source,no_decision_for_mob
mining (411).png,mining,20,mid,pickaxe,no_mob,give_haste,no_decision_for_hearts,place_light_source,no_decision_for_mob
mining (416).png,mining,20,mid,pickaxe,no_mob,give_haste,no_decision_for_hearts,place_light_source,no_decision_for_mob
mining (417).png,mining,20,mid,pickaxe,no_mob,give_haste,no_decision_for_hearts,place_light_source,no_decision_for_mob
mining (422).png,mining,20,mid,pickaxe,no_mob,give_haste,no_decision_for_hearts,place_light_source,no_decision_for_mob
mining (427).png,mining,20,mid,pickaxe,no_mob,give_haste,no_decision_for_hearts,place_light_source,no_decision_for_mob
mining (428).png,mining,20,mid,pickaxe,no_mob,give_haste,no_decision_for_hearts,place_light_source,no_decision_for_mob
mining (431).png,mining,20,mid,pickaxe,no_mob,give_haste,no_decision_for_hearts,place_light_source,no_decision_for_mob
mining (432).png,mining,20,mid,pickaxe,no_mob,give_haste,no_decision_for_hearts,place_light_source,no_decision_for_mob
mining (434).png,mining,20,low,pickaxe,no_mob,give_haste,no_decision_for_hearts,place_light_source,no_decision_for_mob
mining (437).png,mining,20,low,pickaxe,no_mob,give_haste,no_decision_for_hearts,place_light_source,no_decision_for_mob
mining (440).png,mining,20,mid,pickaxe,no_mob,give_haste,no_decision_for_hearts,place_light_source,no_decision_for_mob
mining (441).png,mining,20,mid,pickaxe,no_mob,give_haste,no_decision_for_hearts,place_light_source,no_decision_for_mob
mining (443).png,mining,20,mid,pickaxe,no_mob,give_haste,no_decision_for_hearts,place_light_source,no_decision_for_mob
mining (451).png,mining,20,mid,pickaxe,no_mob,give_haste,no_decision_for_hearts,place_light_source,no_decision_for_mob
mining (461).png,mining,20,mid,pickaxe,no_mob,give_haste,no_decision_for_hearts,place_light_source,no_decision_for_mob
mining (465).png,mining,20,mid,pickaxe,no_mob,give_haste,no_decision_for_hearts,place_light_source,no_decision_for_mob
mining (472).png,mining,20,mid,pickaxe,no_mob,give_haste,no_decision_for_hearts,place_light_source,no_decision_for_mob
mining (473).png,mining,20,mid,pickaxe,no_mob,give_haste,no_decision_for_hearts,place_light_source,no_decision_for_mob
mining (477).png,mining,20,mid,pickaxe,no_mob,give_haste,no_decision_for_hearts,place_light_source,no_decision_for_mob
mining (479).png,mining,20,mid,pickaxe,no_mob,give_haste,no_decision_for_hearts,place_light_source,no_decision_for_mob
mining (482).png,mining,20,mid,pickaxe,no_mob,give_haste,no_decision_for_hearts,place_light_source,no_decision_for_mob
mining (483).png,mining,20,mid,pickaxe,no_mob,give_haste,no_decision_for_hearts,place_light_source,no_decision_for_mob
mining (484).png,mining,20,mid,pickaxe,no_mob,give_haste,no_decision_for_hearts,place_light_source,no_decision_for_mob
mining (486).png,mining,20,mid,pickaxe,no_mob,give_haste,no_decision_for_hearts,place_light_source,no_decision_for_mob
mining (490).png,mining,20,mid,pickaxe,no_mob,give_haste,no_decision_for_hearts,place_light_source,no_decision_for_mob
mining (500).png,mining,20,mid,pickaxe,no_mob,give_haste,no_decision_for_hearts,place_light_source,no_decision_for_mob
mining (51).png,mining,20,mid,pickaxe,no_mob,give_haste,no_decision_for_hearts,place_light_source,no_decision_for_mob
mining (53).png,mining,18,mid,pickaxe,no_mob,give_haste,give_regeneration_1,place_light_source,no_decision_for_mob
mining (56).png,mining,18,mid,pickaxe,no_mob,give_haste,give_regeneration_1,place_light_source,no_decision_for_mob
mining (57).png,mining,18,mid,pickaxe,no_mob,give_haste,give_regeneration_1,place_light_source,no_decision_for_mob
mining (58).png,mining,18,mid,pickaxe,no_mob,give_haste,give_regeneration_1,place_light_source,no_decision_for_mob
mining (60).png,mining,18,mid,pickaxe,no_mob,give_haste,give_regeneration_1,place_light_source,no_decision_for_mob
mining (61).png,mining,18,mid,pickaxe,no_mob,give_haste,give_regeneration_1,place_light_source,no_decision_for_mob
